,warehouse,date,holiday,shops_closed,winter_school_holidays,school_holidays,id,orders,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_num_week_0,day_num_week_1,day_num_week_2,day_num_week_3,day_num_week_4,day_num_week_5,day_num_week_6,holiday_name_1848 Revolution Memorial Day (Extra holiday),holiday_name_2nd Christmas Day,holiday_name_All Saints' Day Holiday,holiday_name_Christmas Eve,holiday_name_Cyrila a Metodej,holiday_name_Day of National Unity,holiday_name_Den boje za svobodu a demokracii,holiday_name_Den ceske statnosti,holiday_name_Den osvobozeni,holiday_name_Den vzniku samostatneho ceskoslovenskeho statu,holiday_name_Easter Monday,holiday_name_Good Friday,holiday_name_Independent Hungary Day,holiday_name_International womens day,holiday_name_Jan Hus,holiday_name_Labour Day,holiday_name_Memorial Day for the Martyrs of Arad,holiday_name_Memorial Day for the Victims of the Communist Dictatorships,holiday_name_Memorial Day for the Victims of the Holocaust,holiday_name_Memorial Day of the Republic,holiday_name_National Defense Day,holiday_name_New Years Day,holiday_name_Peace Festival in Augsburg,holiday_name_Reformation Day,IS_OUTLIER
3529,Prague_2,2024-01-26,0,0,0,0,Prague_2_2024-01-26,7484.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3530,Prague_2,2024-01-27,0,0,0,0,Prague_2_2024-01-27,6538.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3531,Prague_2,2024-01-28,0,0,0,0,Prague_2_2024-01-28,6233.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3532,Prague_2,2024-01-29,0,0,0,0,Prague_2_2024-01-29,5898.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3533,Prague_2,2024-01-30,0,0,0,0,Prague_2_2024-01-30,5766.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3534,Prague_2,2024-01-31,0,0,0,0,Prague_2_2024-01-31,5721.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3535,Prague_2,2024-02-01,0,0,0,0,Prague_2_2024-02-01,6043.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3536,Prague_2,2024-02-02,0,0,0,0,Prague_2_2024-02-02,7305.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3537,Prague_2,2024-02-03,0,0,0,0,Prague_2_2024-02-03,6420.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3538,Prague_2,2024-02-04,0,0,0,0,Prague_2_2024-02-04,6257.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3539,Prague_2,2024-02-05,0,0,0,0,Prague_2_2024-02-05,5557.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3540,Prague_2,2024-02-06,0,0,0,0,Prague_2_2024-02-06,5680.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3541,Prague_2,2024-02-07,0,0,0,0,Prague_2_2024-02-07,5950.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3542,Prague_2,2024-02-08,0,0,0,0,Prague_2_2024-02-08,6045.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3543,Prague_2,2024-02-09,0,0,0,0,Prague_2_2024-02-09,7407.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3544,Prague_2,2024-02-10,0,0,0,0,Prague_2_2024-02-10,6402.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3545,Prague_2,2024-02-11,0,0,0,0,Prague_2_2024-02-11,6319.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3546,Prague_2,2024-02-12,0,0,1,0,Prague_2_2024-02-12,5589.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3547,Prague_2,2024-02-13,0,0,1,0,Prague_2_2024-02-13,5623.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3548,Prague_2,2024-02-14,0,0,1,0,Prague_2_2024-02-14,6217.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3549,Prague_2,2024-02-15,0,0,1,0,Prague_2_2024-02-15,5479.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3550,Prague_2,2024-02-16,0,0,1,0,Prague_2_2024-02-16,6773.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3551,Prague_2,2024-02-17,0,0,1,0,Prague_2_2024-02-17,6327.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3552,Prague_2,2024-02-18,0,0,1,0,Prague_2_2024-02-18,6099.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3553,Prague_2,2024-02-19,0,0,0,0,Prague_2_2024-02-19,5706.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3554,Prague_2,2024-02-20,0,0,0,0,Prague_2_2024-02-20,5689.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3555,Prague_2,2024-02-21,0,0,0,0,Prague_2_2024-02-21,5535.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3556,Prague_2,2024-02-22,0,0,0,0,Prague_2_2024-02-22,5847.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3557,Prague_2,2024-02-23,0,0,0,0,Prague_2_2024-02-23,7085.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3558,Prague_2,2024-02-24,0,0,0,0,Prague_2_2024-02-24,6067.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3559,Prague_2,2024-02-25,0,0,0,0,Prague_2_2024-02-25,6161.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3560,Prague_2,2024-02-26,0,0,0,0,Prague_2_2024-02-26,5628.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3561,Prague_2,2024-02-27,0,0,0,0,Prague_2_2024-02-27,5370.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3562,Prague_2,2024-02-28,0,0,0,0,Prague_2_2024-02-28,5387.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3563,Prague_2,2024-02-29,0,0,0,0,Prague_2_2024-02-29,5581.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3564,Prague_2,2024-03-01,0,0,0,0,Prague_2_2024-03-01,6960.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3565,Prague_2,2024-03-02,0,0,0,0,Prague_2_2024-03-02,6284.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3566,Prague_2,2024-03-03,0,0,0,0,Prague_2_2024-03-03,6073.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3567,Prague_2,2024-03-04,0,0,0,0,Prague_2_2024-03-04,5406.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3568,Prague_2,2024-03-05,0,0,0,0,Prague_2_2024-03-05,5431.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3569,Prague_2,2024-03-06,0,0,0,0,Prague_2_2024-03-06,5525.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3570,Prague_2,2024-03-07,0,0,0,0,Prague_2_2024-03-07,5774.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3571,Prague_2,2024-03-08,0,0,0,0,Prague_2_2024-03-08,7253.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
3572,Prague_2,2024-03-09,0,0,0,0,Prague_2_2024-03-09,6368.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3573,Prague_2,2024-03-10,0,0,0,0,Prague_2_2024-03-10,6145.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3574,Prague_2,2024-03-11,0,0,0,0,Prague_2_2024-03-11,5658.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3575,Prague_2,2024-03-12,0,0,0,0,Prague_2_2024-03-12,5634.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3576,Prague_2,2024-03-13,0,0,0,0,Prague_2_2024-03-13,5733.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3577,Prague_2,2024-03-14,0,0,0,0,Prague_2_2024-03-14,5880.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3578,Prague_2,2024-03-15,0,0,0,0,Prague_2_2024-03-15,7140.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3579,Prague_3,2020-12-05,0,0,0,0,Prague_3_2020-12-05,4091.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3580,Prague_3,2020-12-06,0,0,0,0,Prague_3_2020-12-06,3972.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3581,Prague_3,2020-12-07,0,0,0,0,Prague_3_2020-12-07,3903.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3582,Prague_3,2020-12-08,0,0,0,0,Prague_3_2020-12-08,3684.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3583,Prague_3,2020-12-09,0,0,0,0,Prague_3_2020-12-09,4063.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3584,Prague_3,2020-12-10,0,0,0,0,Prague_3_2020-12-10,4060.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3585,Prague_3,2020-12-11,0,0,0,0,Prague_3_2020-12-11,4595.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3586,Prague_3,2020-12-12,0,0,0,0,Prague_3_2020-12-12,4210.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3587,Prague_3,2020-12-13,0,0,0,0,Prague_3_2020-12-13,3863.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3588,Prague_3,2020-12-14,0,0,0,0,Prague_3_2020-12-14,3900.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3589,Prague_3,2020-12-15,0,0,0,0,Prague_3_2020-12-15,4165.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3590,Prague_3,2020-12-16,0,0,0,0,Prague_3_2020-12-16,4245.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3591,Prague_3,2020-12-17,0,0,0,0,Prague_3_2020-12-17,4320.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3592,Prague_3,2020-12-18,0,0,0,0,Prague_3_2020-12-18,4590.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3593,Prague_3,2020-12-19,0,0,0,0,Prague_3_2020-12-19,4580.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3594,Prague_3,2020-12-20,0,0,0,0,Prague_3_2020-12-20,4600.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3595,Prague_3,2020-12-21,0,0,0,0,Prague_3_2020-12-21,4886.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3596,Prague_3,2020-12-22,0,0,0,0,Prague_3_2020-12-22,5218.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3597,Prague_3,2020-12-23,0,0,0,0,Prague_3_2020-12-23,5232.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3598,Prague_3,2020-12-24,1,0,0,0,Prague_3_2020-12-24,2532.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3599,Prague_3,2020-12-26,1,1,0,0,Prague_3_2020-12-26,4283.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3600,Prague_3,2020-12-27,0,0,0,0,Prague_3_2020-12-27,3874.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3601,Prague_3,2020-12-28,0,0,0,0,Prague_3_2020-12-28,4126.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3602,Prague_3,2020-12-29,0,0,0,0,Prague_3_2020-12-29,4280.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3603,Prague_3,2020-12-30,0,0,0,0,Prague_3_2020-12-30,4506.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3604,Prague_3,2020-12-31,0,0,0,0,Prague_3_2020-12-31,3869.0,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3605,Prague_3,2021-01-01,1,1,0,0,Prague_3_2021-01-01,2129.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
3606,Prague_3,2021-01-02,0,0,0,0,Prague_3_2021-01-02,3825.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3607,Prague_3,2021-01-03,0,0,0,0,Prague_3_2021-01-03,4064.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3608,Prague_3,2021-01-04,0,0,0,0,Prague_3_2021-01-04,4376.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3609,Prague_3,2021-01-05,0,0,0,0,Prague_3_2021-01-05,4264.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3610,Prague_3,2021-01-06,0,0,0,0,Prague_3_2021-01-06,4322.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3611,Prague_3,2021-01-07,0,0,0,0,Prague_3_2021-01-07,4393.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3612,Prague_3,2021-01-08,0,0,0,0,Prague_3_2021-01-08,4656.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3613,Prague_3,2021-01-09,0,0,0,0,Prague_3_2021-01-09,4357.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3614,Prague_3,2021-01-10,0,0,0,0,Prague_3_2021-01-10,4063.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3615,Prague_3,2021-01-11,0,0,0,0,Prague_3_2021-01-11,4420.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3616,Prague_3,2021-01-12,0,0,0,0,Prague_3_2021-01-12,4507.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3617,Prague_3,2021-01-13,0,0,0,0,Prague_3_2021-01-13,4277.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3618,Prague_3,2021-01-14,0,0,0,0,Prague_3_2021-01-14,4537.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3619,Prague_3,2021-01-15,0,0,0,0,Prague_3_2021-01-15,4742.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3620,Prague_3,2021-01-16,0,0,0,0,Prague_3_2021-01-16,4486.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3621,Prague_3,2021-01-17,0,0,0,0,Prague_3_2021-01-17,4208.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3622,Prague_3,2021-01-18,0,0,0,0,Prague_3_2021-01-18,4635.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3623,Prague_3,2021-01-19,0,0,0,0,Prague_3_2021-01-19,4476.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3624,Prague_3,2021-01-20,0,0,0,0,Prague_3_2021-01-20,4322.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3625,Prague_3,2021-01-21,0,0,0,0,Prague_3_2021-01-21,4525.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3626,Prague_3,2021-01-22,0,0,0,0,Prague_3_2021-01-22,5052.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3627,Prague_3,2021-01-23,0,0,0,0,Prague_3_2021-01-23,4385.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3628,Prague_3,2021-01-24,0,0,0,0,Prague_3_2021-01-24,4205.0,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
